2012-01-28,00:04:14.069129,Bedroom,ON,Sleep="begin"
2012-01-28,00:04:15.20812,Bedroom,OFF
2012-01-28,00:04:16.098344,Bedroom,ON
2012-01-28,00:04:17.261939,Bedroom,OFF
2012-01-28,00:14:49.089819,Bedroom,ON
2012-01-28,00:14:50.185545,Bedroom,OFF
2012-01-28,00:14:50.92318,Bedroom,ON
2012-01-28,00:14:52.028328,Bedroom,OFF
2012-01-28,00:18:00.290221,Bedroom,ON
2012-01-28,00:18:01.437185,Bedroom,OFF
2012-01-28,00:36:46.32507,Bedroom,ON
2012-01-28,00:36:47.424121,Bedroom,OFF
2012-01-28,00:46:50.720184,Bedroom,ON
2012-01-28,00:46:51.882224,Bedroom,OFF
2012-01-28,00:46:52.633759,Bedroom,ON
2012-01-28,00:46:53.744079,Bedroom,OFF
2012-01-28,00:46:54.693241,Bedroom,ON
2012-01-28,00:46:55.827128,Bedroom,OFF
2012-01-28,00:50:36.076648,Bedroom,ON
2012-01-28,00:50:37.194249,Bedroom,OFF
2012-01-28,00:51:55.596332,Bedroom,ON
2012-01-28,00:51:56.695467,Bedroom,OFF
2012-01-28,00:57:36.878074,Bedroom,ON
2012-01-28,00:57:39.156629,Bedroom,ON
2012-01-28,00:57:40.554255,Bedroom,OFF
2012-01-28,00:57:41.008105,Bedroom,OFF
2012-01-28,01:06:12.721088,Bedroom,ON
2012-01-28,01:06:13.86328,Bedroom,OFF
2012-01-28,01:06:59.423914,Bedroom,ON
2012-01-28,01:07:00.553611,Bedroom,OFF
2012-01-28,01:18:23.002905,Bedroom,ON
2012-01-28,01:18:24.123725,Bedroom,OFF
2012-01-28,01:18:25.060992,Bedroom,ON
2012-01-28,01:18:26.195263,Bedroom,OFF
2012-01-28,01:18:53.611567,Bedroom,ON
2012-01-28,01:18:54.742809,Bedroom,OFF
2012-01-28,01:19:01.998788,Bedroom,ON
2012-01-28,01:19:03.085819,Bedroom,OFF
2012-01-28,01:24:21.437406,Bedroom,ON
2012-01-28,01:24:22.578036,Bedroom,OFF
2012-01-28,01:29:02.772516,Bedroom,ON
2012-01-28,01:29:02.952324,Bedroom,ON
2012-01-28,01:29:03.823378,Bedroom,OFF
2012-01-28,01:29:04.083529,Bedroom,OFF
2012-01-28,01:29:04.607015,Bedroom,ON
2012-01-28,01:29:04.71193,Bedroom,ON
2012-01-28,01:29:07.624596,Bedroom,OFF
2012-01-28,01:29:07.69923,Bedroom,OFF,Sleep="end"
2012-01-28,02:09:19.381536,Bedroom,ON
2012-01-28,02:09:19.52225,Bedroom,ON
2012-01-28,02:09:20.505286,Bedroom,OFF
2012-01-28,02:09:20.693116,Bedroom,OFF
2012-01-28,02:09:25.536571,Bedroom,ON
2012-01-28,02:09:26.687976,Bedroom,OFF
2012-01-28,02:10:44.113655,Bedroom,ON
2012-01-28,02:10:44.46281,Bedroom,ON
2012-01-28,02:10:44.847577,Bedroom,ON
2012-01-28,02:10:45.796366,Bedroom,OFF
2012-01-28,02:10:46.485764,Bedroom,OFF
2012-01-28,02:10:46.926902,Bedroom,OFF
2012-01-28,02:10:52.97541,Bedroom,ON
2012-01-28,02:10:55.163756,Bedroom,OFF
2012-01-28,02:10:56.170169,Bedroom,ON
2012-01-28,02:10:57.246315,Bedroom,OFF
2012-01-28,02:10:58.159864,Bedroom,ON
2012-01-28,02:10:59.329177,Bedroom,OFF
2012-01-28,02:11:05.523293,Bedroom,ON
2012-01-28,02:11:06.590846,Bedroom,OFF
2012-01-28,02:11:11.489582,Bedroom,ON
2012-01-28,02:11:11.648222,Bedroom,ON
2012-01-28,02:11:14.092249,Bedroom,OFF
2012-01-28,02:11:15.400148,Bedroom,ON
2012-01-28,02:11:17.690827,Bedroom,ON
2012-01-28,02:11:19.56637,Bedroom,OFF
2012-01-28,02:11:22.739834,Bedroom,OFF
2012-01-28,02:11:23.44612,Bathroom,ON,Bed_Toilet_Transition
2012-01-28,02:11:23.895477,Bedroom,OFF
2012-01-28,02:11:29.076454,Bathroom,OFF,Bed_Toilet_Transition
2012-01-28,02:13:08.229329,Bathroom,ON,Bed_Toilet_Transition="begin"
2012-01-28,02:13:09.374395,Bathroom,OFF
2012-01-28,02:13:12.537411,Bathroom,ON
2012-01-28,02:13:13.669482,Bathroom,OFF
2012-01-28,02:13:14.219592,Bathroom,ON
2012-01-28,02:13:17.21099,Bathroom,OFF
2012-01-28,02:13:17.978279,Bathroom,ON
2012-01-28,02:13:22.507032,Bathroom,OFF
2012-01-28,02:13:23.760491,Bathroom,ON
2012-01-28,02:13:25.640472,Bathroom,OFF
2012-01-28,02:13:26.598996,Bathroom,ON
2012-01-28,02:13:27.719334,Bathroom,OFF
2012-01-28,02:13:31.12053,Bathroom,ON
2012-01-28,02:13:34.860983,Bathroom,OFF
2012-01-28,02:13:38.988675,Bathroom,ON
2012-01-28,02:13:41.250692,Bathroom,OFF
2012-01-28,02:13:44.581948,Bathroom,ON
2012-01-28,02:13:49.529838,Bathroom,OFF
2012-01-28,02:13:51.933786,Bathroom,ON
2012-01-28,02:13:54.128138,Bathroom,OFF
2012-01-28,02:13:55.260355,Bathroom,ON
2012-01-28,02:13:57.130831,Bathroom,OFF
2012-01-28,02:13:59.573614,Bathroom,ON
2012-01-28,02:14:01.257684,Bathroom,OFF
2012-01-28,02:14:05.252556,Bathroom,ON
2012-01-28,02:14:06.370523,Bathroom,OFF
2012-01-28,02:14:11.060374,Bathroom,ON
2012-01-28,02:14:12.150917,Bathroom,OFF
2012-01-28,02:14:16.818249,Bathroom,ON
2012-01-28,02:14:17.956903,Bathroom,OFF,Bed_Toilet_Transition="end"
2012-01-28,02:14:20.787913,Bathroom,ON,Bed_Toilet_Transition
2012-01-28,02:14:40.58914,Bedroom,ON
2012-01-28,02:14:41.064451,Bathroom,OFF,Bed_Toilet_Transition
2012-01-28,02:14:41.279357,Bedroom,ON
2012-01-28,02:14:44.040796,Bedroom,ON
2012-01-28,02:14:46.762524,Bedroom,OFF
2012-01-28,02:14:50.858017,Bedroom,OFF
2012-01-28,02:14:51.687582,Bedroom,ON
2012-01-28,02:14:52.363655,Bedroom,OFF
2012-01-28,02:14:53.378,Bedroom,OFF
2012-01-28,02:14:54.206289,Bedroom,ON
2012-01-28,02:14:54.244118,Bedroom,ON
2012-01-28,02:14:55.34834,Bedroom,OFF
2012-01-28,02:14:55.909621,Bedroom,ON
2012-01-28,02:14:57.051443,Bedroom,OFF
2012-01-28,02:14:57.112856,Bedroom,OFF
2012-01-28,02:14:57.816068,Bedroom,ON,Sleep="begin"
2012-01-28,02:14:58.098314,Bedroom,ON
