2011-06-15,00:00:23.298462,Bedroom,ON,Sleep="begin"
2011-06-15,00:00:24.416101,Bedroom,OFF
2011-06-15,00:24:44.549816,Bedroom,ON
2011-06-15,00:24:47.526162,Bedroom,OFF
2011-06-15,00:25:00.104311,Bedroom,ON
2011-06-15,00:25:01.224792,Bedroom,OFF
2011-06-15,00:25:04.574408,Bedroom,ON
2011-06-15,00:25:05.699653,Bedroom,OFF
2011-06-15,00:25:07.435601,Bedroom,ON
2011-06-15,00:25:09.992967,Bedroom,OFF
2011-06-15,00:25:16.213967,Bedroom,ON
2011-06-15,00:25:17.321994,Bedroom,OFF
2011-06-15,00:25:17.784535,Bedroom,ON
2011-06-15,00:25:17.949996,Bedroom,ON
2011-06-15,00:25:19.004637,Bedroom,OFF
2011-06-15,00:25:20.073509,Bedroom,OFF
2011-06-15,00:25:25.405396,Bedroom,ON
2011-06-15,00:25:25.708457,Bedroom,ON
2011-06-15,00:25:26.530888,Bedroom,OFF
2011-06-15,00:25:26.844709,Bedroom,OFF
2011-06-15,00:25:27.723211,Bedroom,ON
2011-06-15,00:25:28.029644,Bedroom,ON
2011-06-15,00:25:28.88441,Bedroom,OFF
2011-06-15,00:25:29.153731,Bedroom,OFF
2011-06-15,00:25:34.935421,Bedroom,ON
2011-06-15,00:25:37.227151,Bedroom,OFF
2011-06-15,00:25:38.313997,Bedroom,ON
2011-06-15,00:25:39.273537,Bedroom,ON
2011-06-15,00:25:39.365936,Bedroom,OFF
2011-06-15,00:25:40.364675,Bedroom,OFF
2011-06-15,00:25:42.044679,Bedroom,ON
2011-06-15,00:25:43.231187,Bedroom,OFF
2011-06-15,00:25:49.974769,Bedroom,ON
2011-06-15,00:25:51.183958,Bedroom,ON
2011-06-15,00:25:52.394091,Bedroom,OFF
2011-06-15,00:25:52.905718,Bedroom,OFF
2011-06-15,00:26:03.625654,Bedroom,ON
2011-06-15,00:26:04.73072,Bedroom,OFF
2011-06-15,00:26:06.012876,Bedroom,ON
2011-06-15,00:26:06.115357,Bedroom,ON
2011-06-15,00:26:06.96082,Bedroom,ON
2011-06-15,00:26:07.111001,Bedroom,OFF
2011-06-15,00:26:07.852768,Bedroom,ON
2011-06-15,00:26:08.128407,Bedroom,OFF
2011-06-15,00:26:08.346368,Bedroom,OFF
2011-06-15,00:26:08.998669,Bedroom,OFF
2011-06-15,00:26:17.872886,Bedroom,ON
2011-06-15,00:26:19.035959,Bedroom,OFF
2011-06-15,00:26:26.91206,Bedroom,ON
2011-06-15,00:26:27.773553,Bedroom,ON
2011-06-15,00:26:29.90444,Bedroom,OFF
2011-06-15,00:26:29.965226,Bedroom,OFF
2011-06-15,00:26:32.482859,Bedroom,ON
2011-06-15,00:26:33.625552,Bedroom,OFF
2011-06-15,00:26:40.854042,Bedroom,ON
2011-06-15,00:26:41.321372,Bedroom,ON
2011-06-15,00:26:42.058879,Bedroom,OFF
2011-06-15,00:26:42.135684,Bedroom,OFF
2011-06-15,00:26:42.561131,Bedroom,ON
2011-06-15,00:26:43.721215,Bedroom,OFF
2011-06-15,00:26:44.245544,Bedroom,ON
2011-06-15,00:26:44.49131,Bedroom,ON
2011-06-15,00:26:45.351013,Bedroom,OFF
2011-06-15,00:26:45.581229,Bedroom,OFF
2011-06-15,00:26:57.041654,Bedroom,ON
2011-06-15,00:26:57.152719,Bedroom,ON
2011-06-15,00:26:57.263788,Bedroom,ON
2011-06-15,00:26:58.192729,Bedroom,OFF
2011-06-15,00:26:58.412849,Bedroom,OFF
2011-06-15,00:26:59.26595,Bedroom,OFF
2011-06-15,00:27:11.160721,Bedroom,ON
2011-06-15,00:27:12.263487,Bedroom,OFF
2011-06-15,00:27:28.490028,Bedroom,ON
2011-06-15,00:27:28.944547,Bedroom,ON
2011-06-15,00:27:29.621112,Bedroom,OFF
2011-06-15,00:27:30.092236,Bedroom,OFF
2011-06-15,00:27:48.22553,Bedroom,ON
2011-06-15,00:27:49.398938,Bedroom,OFF
2011-06-15,00:28:00.452784,Bedroom,ON
2011-06-15,00:28:01.578894,Bedroom,OFF
