2011-06-15,00:06:32.834414,Bedroom,ON,Sleep="begin"
2011-06-15,00:06:33.988964,Bedroom,OFF
2011-06-15,03:37:46.585185,Bedroom,ON
2011-06-15,03:37:47.706265,Bedroom,OFF,Sleep="end"
2011-06-15,03:38:11.211961,Bedroom,ON,Wake_Up="begin"
2011-06-15,03:38:11.306285,Bedroom,ON
2011-06-15,03:38:12.265799,Bedroom,OFF
2011-06-15,03:38:12.381306,Bedroom,OFF
2011-06-15,03:38:13.535141,Bedroom,ON
2011-06-15,03:38:13.877151,Bedroom,ON
2011-06-15,03:38:14.924765,Bedroom,OFF,Wake_Up="end"
2011-06-15,03:38:15.885063,Bedroom,ON
2011-06-15,03:38:17.022055,Bedroom,OFF
2011-06-15,03:38:17.132255,Bedroom,OFF
2011-06-15,03:38:17.750829,Bedroom,ON
2011-06-15,03:38:17.814393,Bedroom,ON
2011-06-15,03:38:22.584179,Bedroom,OFF
2011-06-15,03:38:23.203947,Bedroom,ON
2011-06-15,03:38:23.271939,Bedroom,OFF
2011-06-15,03:38:24.259673,Bedroom,OFF
2011-06-15,03:38:28.094897,Bedroom,ON
2011-06-15,03:38:28.21206,Bedroom,ON
2011-06-15,03:38:29.213955,Bedroom,OFF
2011-06-15,03:38:29.32819,Bedroom,OFF
2011-06-15,03:38:31.659543,Bedroom,ON
2011-06-15,03:38:33.883094,Bedroom,OFF
2011-06-15,03:38:34.621729,Bedroom,ON
2011-06-15,03:38:37.31633,Bedroom,ON
2011-06-15,03:38:41.294208,Bedroom,OFF
2011-06-15,03:38:41.374899,Bedroom,OFF
2011-06-15,03:38:41.459318,Bedroom,ON
2011-06-15,03:38:44.482092,Bathroom,ON,Bed_Toilet_Transition
2011-06-15,03:38:45.133517,Bedroom,OFF
2011-06-15,03:38:47.644521,Bathroom,OFF,Bed_Toilet_Transition
2011-06-15,03:38:48.228704,Bathroom,ON,Bed_Toilet_Transition="begin"
2011-06-15,03:38:51.210312,Bathroom,OFF
