2011-06-15,06:18:27.103443,LivingRoom,ON
2011-06-15,06:18:28.26192,LivingRoom,OFF
2011-06-15,07:29:12.056353,Bedroom,ON
2011-06-15,07:29:12.454021,Bedroom,ON
2011-06-15,07:29:13.575108,Bedroom,OFF
2011-06-15,07:29:14.823255,Bedroom,OFF,Sleep="end"
2011-06-15,07:29:27.406031,Bedroom,ON
2011-06-15,07:29:28.483895,Bedroom,OFF
2011-06-15,07:29:31.383511,Bedroom,ON
2011-06-15,07:29:32.464207,Bedroom,ON
2011-06-15,07:29:32.583401,Bedroom,ON
2011-06-15,07:29:33.416525,Bedroom,OFF
2011-06-15,07:29:35.64358,Bathroom,ON,Toilet="begin"
2011-06-15,07:29:36.428319,Bedroom,OFF
2011-06-15,07:29:37.365534,Bedroom,OFF
2011-06-15,07:29:40.349748,Bathroom,OFF
2011-06-15,07:29:45.544719,Bathroom,ON
2011-06-15,07:29:46.700283,Bathroom,OFF
2011-06-15,07:29:53.082643,Bathroom,ON
2011-06-15,07:29:54.195292,Bathroom,OFF
2011-06-15,07:30:44.449959,Bathroom,ON
2011-06-15,07:30:45.593295,Bathroom,OFF
2011-06-15,07:30:46.294946,Bathroom,ON
2011-06-15,07:30:48.941675,Bathroom,OFF
2011-06-15,07:30:49.69378,Bathroom,ON
2011-06-15,07:30:50.776937,Bathroom,OFF
2011-06-15,07:31:22.299341,Bathroom,ON
2011-06-15,07:31:23.958534,Bathroom,OFF
2011-06-15,07:31:25.670758,Bathroom,ON
2011-06-15,07:31:28.503585,Bathroom,OFF
2011-06-15,07:31:32.625696,Bathroom,ON
2011-06-15,07:31:33.739593,Bathroom,OFF
2011-06-15,07:31:36.337154,Bathroom,ON
2011-06-15,07:31:39.021377,Bathroom,OFF
2011-06-15,07:31:44.247292,Bathroom,ON
2011-06-15,07:31:45.363374,Bathroom,OFF
2011-06-15,07:31:49.88342,Bathroom,ON
2011-06-15,07:31:50.996015,Bathroom,OFF
2011-06-15,07:31:52.475821,Bathroom,ON
2011-06-15,07:31:55.701875,Bathroom,OFF
2011-06-15,07:32:02.416949,Bathroom,ON
2011-06-15,07:32:03.511685,Bathroom,OFF
2011-06-15,07:32:04.283715,Bathroom,ON
2011-06-15,07:32:10.701996,Bathroom,OFF
2011-06-15,07:32:49.70169,Bathroom,ON
2011-06-15,07:32:52.105212,Bathroom,OFF
2011-06-15,07:32:55.497749,Bathroom,ON
2011-06-15,07:32:56.611026,Bathroom,OFF
2011-06-15,07:32:58.635644,Bathroom,ON
2011-06-15,07:32:59.812207,Bathroom,OFF
2011-06-15,07:33:02.632184,Bathroom,ON
2011-06-15,07:33:05.822518,Bathroom,OFF
2011-06-15,07:33:26.405174,Bathroom,ON
2011-06-15,07:33:27.559476,Bathroom,OFF
2011-06-15,07:33:28.268956,Bathroom,ON
2011-06-15,07:33:32.435285,Bathroom,OFF
2011-06-15,07:33:33.181246,Bathroom,ON
2011-06-15,07:33:39.162288,Bathroom,OFF
2011-06-15,07:33:49.297186,Bathroom,ON
2011-06-15,07:33:50.94391,Bathroom,OFF
2011-06-15,07:33:51.539513,Bathroom,ON
2011-06-15,07:33:53.202422,Bathroom,OFF
2011-06-15,07:33:59.217516,Bathroom,ON
2011-06-15,07:34:02.026841,Bathroom,OFF
2011-06-15,07:34:04.833186,Bathroom,ON
2011-06-15,07:34:08.561161,Bathroom,OFF
2011-06-15,07:34:09.713821,Bathroom,ON
2011-06-15,07:34:11.405841,Bathroom,OFF
2011-06-15,07:34:12.714051,Bathroom,ON
2011-06-15,07:34:15.173536,Bathroom,OFF
2011-06-15,07:34:21.364332,Bathroom,ON
2011-06-15,07:34:23.216275,Bathroom,OFF
2011-06-15,07:34:25.832661,Bathroom,ON
2011-06-15,07:34:26.991975,Bathroom,OFF
2011-06-15,07:34:29.756637,Bathroom,ON
2011-06-15,07:34:30.895097,Bathroom,OFF
