user_id,device_id,event_type,timestamp,hour
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-F69FECD63088,Go To Sleep,2012-09-17 00:01:33,0
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-F69FECD63088,Sleep,2012-09-17 00:01:39,0
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-F69FECD63088,Wake Up,2012-09-17 06:36:43,6
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-69358EE70A55,Toilet,2012-09-17 06:37:06,6
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-018618C0E1E7,Morning Meds,2012-09-17 06:45:41,6
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-CE209D6834E6,Read,2012-09-17 06:48:00,6
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-CE209D6834E6,Sleep Out Of Bed,2012-09-17 07:03:54,7
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-CE209D6834E6,Read,2012-09-17 07:44:33,7
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-018618C0E1E7,Cook Breakfast,2012-09-17 07:50:40,7
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-CE209D6834E6,Eat Breakfast,2012-09-17 08:03:46,8
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-CE209D6834E6,Read,2012-09-17 08:19:13,8
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-018618C0E1E7,Wash Breakfast Dishes,2012-09-17 09:09:19,9
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-69358EE70A55,Bathe,2012-09-17 09:25:23,9
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-F69FECD63088,Dress,2012-09-17 09:39:29,9
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-69358EE70A55,Groom,2012-09-17 09:44:26,9
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-CE209D6834E6,Leave Home,2012-09-17 09:46:36,9
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-7603BB8E2617,Enter Home,2012-09-17 10:27:25,10
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-018618C0E1E7,Wash Breakfast Dishes,2012-09-17 10:28:08,10
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-CE209D6834E6,Watch TV,2012-09-17 10:30:55,10
0x8a6e3fa26301484a00d374ed01e61ff19fd7c58be878fef215fe17cd6911d160,CASAS-F69FECD63088,Dress,2012-09-17 10:58:48,10
0xcd8774a819f81433f003d79ec8c1f22d67118ebe173ac1eec24da8d91a0d4f29,CASAS-69358EE70A55,Groom,2012-09-06 00:24:26,0
0xcd8774a819f81433f003d79ec8c1f22d67118ebe173ac1eec24da8d91a0d4f29,CASAS-F69FECD63088,Dress,2012-09-06 00:30:39,0
0xcd8774a819f81433f003d79ec8c1f22d67118ebe173ac1eec24da8d91a0d4f29,CASAS-F69FECD63088,Go To Sleep,2012-09-06 00:34:22,0
0xcd8774a819f81433f003d79ec8c1f22d67118ebe173ac1eec24da8d91a0d4f29,CASAS-F69FECD63088,Sleep,2012-09-06 00:34:44,0
0xcd8774a819f81433f003d79ec8c1f22d67118ebe173ac1eec24da8d91a0d4f29,CASAS-F69FECD63088,Wake Up,2012-09-06 07:23:08,7
0xcd8774a819f81433f003d79ec8c1f22d67118ebe173ac1eec24da8d91a0d4f29,CASAS-69358EE70A55,Toilet,2012-09-06 07:23:22,7
0xcd8774a819f81433f003d79ec8c1f22d67118ebe173ac1eec24da8d91a0d4f29,CASAS-018618C0E1E7,Morning Meds,2012-09-06 07:27:26,7
0xcd8774a819f81433f003d79ec8c1f22d67118ebe173ac1eec24da8d91a0d4f29,CASAS-CE209D6834E6,Read,2012-09-06 07:29:43,7
0xcd8774a819f81433f003d79ec8c1f22d67118ebe173ac1eec24da8d91a0d4f29,CASAS-CE209D6834E6,Sleep Out Of Bed,2012-09-06 07:42:33,7
0xcd8774a819f81433f003d79ec8c1f22d67118ebe173ac1eec24da8d91a0d4f29,CASAS-CE209D6834E6,Read,2012-09-06 08:19:25,8
0xcd8774a819f81433f003d79ec8c1f22d67118ebe173ac1eec24da8d91a0d4f29,CASAS-F69FECD63088,Dress,2012-09-06 08:28:07,8
