user_id,device_id,event_type,timestamp,hour
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,B0E9FE892B71,Turn on circulator fan,2025-05-01 12:54:53,12
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,02-202505201942-51413180,Turn off AC,2025-05-01 11:21:39,11
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,CB151A0062CD,Read door state,2025-05-01 17:57:01,17
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,02-202505201942-51413180,Turn off AC,2025-05-01 15:55:46,15
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,FEC966A1B4C1,Read current humidity,2025-05-01 13:09:53,13
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,FEC966A1B4C1,Read current lightlevel,2025-05-01 18:00:57,18
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,02-202505201942-51413180,Turn off AC,2025-05-01 11:24:41,11
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,D48C49DC31EA,Turn off humidifier,2025-05-01 14:01:54,14
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,CB151A0062CD,Read lock state,2025-05-01 15:14:21,15
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,B0E9FE892B71,Turn on circulator fan,2025-05-01 11:02:02,11
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,D48C49DC31EA,Turn off humidifier,2025-05-01 14:48:12,14
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,FEC966A1B4C1,Read current temperature,2025-05-01 17:49:21,17
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,B0E9FE892B71,Turn on circulator fan,2025-05-01 15:34:06,15
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,CB151A0062CD,Read lock state,2025-05-01 08:15:21,8
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,FEC966A1B4C1,Read current humidity,2025-05-01 18:51:32,18
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,CB151A0062CD,Read door state,2025-05-01 13:16:29,13
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,B08184D72E46,Turn off purifier,2025-05-01 17:56:21,17
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,B08184D72E46,Turn off purifier,2025-05-01 11:52:42,11
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,D48C49DC31EA,Turn on humidifier,2025-05-01 18:06:28,18
0x011328e447ff0ddf4c53d032065b681c7e922ba3a370167a6a43cf37d8e681ab,CB151A0062CD,Unlock door,2025-05-01 15:08:56,15
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,FEC966A1B4C1,Read current humidity,2025-05-01 17:49:21,17
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,02-202505201942-51413180,Turn on AC,2025-05-01 11:22:39,11
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,B08184D72E46,Turn on purifier,2025-05-01 17:58:21,17
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,CB151A0062CD,Read lock state,2025-05-01 17:57:01,17
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,02-202505201942-51413180,Turn on AC,2025-05-01 15:55:46,15
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,CB151A0062CD,Read lock state,2025-05-01 15:06:56,15
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,FEC966A1B4C1,Read current temperature,2025-05-01 13:11:53,13
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,FEC966A1B4C1,Read current temperature,2025-05-01 17:59:57,17
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,02-202505201942-51413180,Turn on AC,2025-05-01 11:23:41,11
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,B0E9FE892B71,Turn off circulator fan,2025-05-01 15:36:06,15
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,D48C49DC31EA,Turn on humidifier,2025-05-01 14:02:54,14
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,B08184D72E46,Turn on purifier,2025-05-01 11:52:42,11
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,CB151A0062CD,Lock door,2025-05-01 15:15:21,15
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,B0E9FE892B71,Turn off circulator fan,2025-05-01 11:04:02,11
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,CB151A0062CD,Read door state,2025-05-01 08:17:21,8
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,B0E9FE892B71,Turn off circulator fan,2025-05-01 12:55:53,12
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,FEC966A1B4C1,Read current lightlevel,2025-05-01 18:49:32,18
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,D48C49DC31EA,Turn on humidifier,2025-05-01 14:46:12,14
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,D48C49DC31EA,Turn off humidifier,2025-05-01 18:04:28,18
0xad44aebd70df19881ff8860c5d1f422588407774b1ef753d413f8d06d7e6ddc4,CB151A0062CD,Lock door,2025-05-01 13:14:29,13
